======================= Mutual Information =========================

   SNR        BPSK        QPSK      16 QAM      64 QAM     256 QAM
  32.9   1.0000000   2.0000000   4.0000000   6.0000000   7.9999864
  33.0   1.0000000   2.0000000   4.0000000   6.0000000   7.9999897
  33.1   1.0000000   2.0000000   4.0000000   6.0000000   7.9999924
  33.2   1.0000000   2.0000000   4.0000000   6.0000000   7.9999944
  33.3   1.0000000   2.0000000   4.0000000   6.0000000   7.9999958
  33.4   1.0000000   2.0000000   4.0000000   6.0000000   7.9999966
  33.5   1.0000000   2.0000000   4.0000000   6.0000000   7.9999976
  33.6   1.0000000   2.0000000   4.0000000   6.0000000   7.9999984
  33.7   1.0000000   2.0000000   4.0000000   6.0000000   7.9999988
  33.8   1.0000000   2.0000000   4.0000000   6.0000000   7.9999990
  33.9   1.0000000   2.0000000   4.0000000   6.0000000   7.9999995
  34.0   1.0000000   2.0000000   4.0000000   6.0000000   7.9999996
  34.1   1.0000000   2.0000000   4.0000000   6.0000000   7.9999997
  34.2   1.0000000   2.0000000   4.0000000   6.0000000   7.9999997
  34.3   1.0000000   2.0000000   4.0000000   6.0000000   7.9999999
  34.4   1.0000000   2.0000000   4.0000000   6.0000000   7.9999999
  34.5   1.0000000   2.0000000   4.0000000   6.0000000   7.9999999
  34.6   1.0000000   2.0000000   4.0000000   6.0000000   7.9999999
  34.7   1.0000000   2.0000000   4.0000000   6.0000000   7.9999999
  34.8   1.0000000   2.0000000   4.0000000   6.0000000   8.0000000
  34.9   1.0000000   2.0000000   4.0000000   6.0000000   8.0000000
  35.0   1.0000000   2.0000000   4.0000000   6.0000000   8.0000000
====================================================================
